conformer_name,consistency_iou
blob_6_NAG_1,0.8288973569869995
blob_6_NAG_2,0.8074073791503906
blob_6_NAG_4,0.7908745408058167
blob_6_NAG_3,0.7876448035240173
blob_6_NAG_8,0.7846153974533081
blob_6_NAG_6,0.7773279547691345
blob_6_NAG_5,0.7596899271011353
blob_6_NAG_7,0.6819923520088196
blob_6_NDP_8,0.6309012770652771
blob_6_FAD_3,0.617234468460083
blob_6_FAD_8,0.61328125
blob_6_NDP_3,0.6131687164306641
blob_6_NDP_7,0.6059321761131287
blob_6_FAD_1,0.6048387289047241
blob_6_NDP_2,0.6038544178009033
blob_6_FAD_7,0.5902912616729736
blob_6_NDP_4,0.5726141333580017
blob_6_NDP_6,0.5522388219833374
blob_6_NDP_5,0.5234375
blob_6_HEM_6,0.5120000243186951
blob_6_HEM_5,0.5058823823928833
blob_6_FAD_5,0.5054945349693298
blob_6_FAD_6,0.5044404864311218
blob_6_HEM_3,0.49799197912216187
blob_6_FAD_2,0.4892086386680603
blob_6_NDP_1,0.4752851724624634
blob_6_FAD_4,0.4731977880001068
blob_6_HEM_7,0.4685039222240448
blob_6_HEM_2,0.4652087390422821
blob_6_HEM_4,0.45525291562080383
blob_6_HEM_1,0.43113771080970764
blob_6_HEM_8,0.42399999499320984
