conformer_name,consistency_iou
blob_10_NAG_5,0.7862595319747925
blob_10_NAG_4,0.7782101035118103
blob_10_NAG_3,0.7734375
blob_10_NAG_2,0.7509578466415405
blob_10_NAG_6,0.7490040063858032
blob_10_NAG_7,0.7224334478378296
blob_10_NAG_8,0.7222222089767456
blob_10_NAG_1,0.6963562965393066
blob_10_HEM_8,0.536121666431427
blob_10_HEM_6,0.5036764740943909
blob_10_HEM_7,0.49462366104125977
blob_10_HEM_1,0.47258979082107544
blob_10_HEM_5,0.4701492488384247
blob_10_HEM_4,0.4664310812950134
blob_10_HEM_2,0.4577464759349823
blob_10_HEM_3,0.426716148853302
