conformer_name,consistency_iou
blob_15_HEM_2,0.7911764979362488
blob_15_HEM_5,0.759530782699585
blob_15_HEM_4,0.7555555701255798
blob_15_HEM_1,0.7118155360221863
blob_15_NDP_6,0.5818673968315125
blob_15_NDP_7,0.5769728422164917
blob_15_FAD_6,0.5463659167289734
blob_15_NDP_5,0.52173912525177
blob_15_HEM_6,0.4637168049812317
blob_15_HEM_8,0.41941073536872864
blob_15_NDP_2,0.4140435755252838
blob_15_FAD_8,0.40625
blob_15_HEM_3,0.4038997292518616
blob_15_NDP_1,0.39201876521110535
blob_15_FAD_1,0.3906119167804718
blob_15_NDP_8,0.3729189932346344
blob_15_FAD_2,0.36675235629081726
blob_15_FAD_3,0.35849055647850037
blob_15_FAD_5,0.33927056193351746
blob_15_NDP_4,0.3316583037376404
blob_15_FAD_7,0.3271983563899994
blob_15_FAD_4,0.21930646896362305
blob_15_NDP_3,0.18376068770885468
blob_15_HEM_7,0.1520119160413742
