conformer_name,consistency_iou
blob_17_NDP_5,0.7587131261825562
blob_17_NDP_3,0.7503337860107422
blob_17_NDP_8,0.7496723532676697
blob_17_NDP_4,0.7480519413948059
blob_17_NDP_1,0.7456724643707275
blob_17_NDP_6,0.7277419567108154
blob_17_NDP_2,0.7022106647491455
blob_17_FAD_5,0.6480305194854736
blob_17_FAD_1,0.6364812254905701
blob_17_FAD_4,0.6350831985473633
blob_17_FAD_7,0.6234096884727478
blob_17_FAD_2,0.6145966649055481
blob_17_FAD_8,0.6121371984481812
blob_17_FAD_3,0.5994898080825806
blob_17_HEM_1,0.5478644967079163
blob_17_FAD_6,0.53194260597229
blob_17_NDP_7,0.5228758454322815
blob_17_HEM_8,0.5164992809295654
blob_17_HEM_2,0.5163120627403259
blob_17_HEM_6,0.5136298537254333
blob_17_HEM_4,0.4850214123725891
blob_17_HEM_5,0.48424068093299866
blob_17_HEM_3,0.4822694957256317
blob_17_HEM_7,0.3760218024253845
