conformer_name,consistency_iou
blob_8_NAG_5,0.7949790954589844
blob_8_NAG_4,0.7686274647712708
blob_8_NAG_8,0.7642276287078857
blob_8_NAG_3,0.7560975551605225
blob_8_NAG_7,0.75
blob_8_NAG_6,0.7295082211494446
blob_8_NAG_2,0.7114624381065369
blob_8_NAG_1,0.6974790096282959
blob_8_HEM_3,0.5214007496833801
blob_8_HEM_5,0.49320387840270996
blob_8_HEM_4,0.48543688654899597
blob_8_HEM_8,0.4656488597393036
blob_8_HEM_7,0.46399998664855957
blob_8_HEM_2,0.4423440396785736
blob_8_HEM_1,0.4168260097503662
blob_8_HEM_6,0.4140625
