conformer_name,consistency_iou
blob_1_NAG_5,0.7871485948562622
blob_1_NAG_3,0.7859922051429749
blob_1_NAG_8,0.7764706015586853
blob_1_NAG_2,0.7528517246246338
blob_1_NAG_7,0.7265917658805847
blob_1_NDP_5,0.7136752009391785
blob_1_NAG_1,0.7045454382896423
blob_1_NAG_4,0.6940298676490784
blob_1_NAG_6,0.6940298676490784
blob_1_NDP_4,0.6546906232833862
blob_1_NDP_7,0.6450381875038147
blob_1_NDP_8,0.6385542154312134
blob_1_NDP_6,0.6228240132331848
blob_1_NDP_3,0.6041275858879089
blob_1_NDP_1,0.6000000238418579
blob_1_HEM_5,0.5328330397605896
blob_1_HEM_7,0.5084112286567688
blob_1_HEM_3,0.5009709000587463
blob_1_HEM_8,0.4896421730518341
blob_1_HEM_6,0.48659002780914307
blob_1_HEM_4,0.48608535528182983
blob_1_NDP_2,0.4545454680919647
blob_1_HEM_2,0.44485294818878174
blob_1_HEM_1,0.4156862795352936
