conformer_name,consistency_iou
blob_18_NDP_6,0.8065739274024963
blob_18_NDP_4,0.7560663819313049
blob_18_NDP_3,0.7529107332229614
blob_18_NDP_1,0.7509677410125732
blob_18_NDP_8,0.7503234148025513
blob_18_NDP_7,0.7312661409378052
blob_18_NDP_5,0.7008985877037048
blob_18_FAD_3,0.6807979941368103
blob_18_FAD_2,0.6725219488143921
blob_18_NDP_2,0.6675291061401367
blob_18_FAD_1,0.6675000190734863
blob_18_FAD_5,0.6633166074752808
blob_18_FAD_7,0.6583541035652161
blob_18_FAD_4,0.6582597494125366
blob_18_FAD_8,0.6235741376876831
blob_18_FAD_6,0.6151898503303528
blob_18_NAG_6,0.5761317014694214
blob_18_HEM_6,0.5573294758796692
blob_18_NAG_3,0.5560975670814514
blob_18_NAG_4,0.5446428656578064
blob_18_HEM_2,0.5378151535987854
blob_18_HEM_7,0.5352112650871277
blob_18_HEM_8,0.5285118222236633
blob_18_HEM_3,0.5149359703063965
blob_18_HEM_5,0.5123010277748108
blob_18_NAG_8,0.5076923370361328
blob_18_NAG_2,0.5040650367736816
blob_18_NAG_5,0.4803149700164795
blob_18_HEM_1,0.47795164585113525
blob_18_HEM_4,0.46498599648475647
blob_18_NAG_7,0.43220338225364685
blob_18_NAG_1,0.30927833914756775
