conformer_name,consistency_iou
blob_16_NDP_1,0.5922746658325195
blob_16_NDP_8,0.5856950283050537
blob_16_NDP_5,0.575419008731842
blob_16_NDP_6,0.5585585832595825
blob_16_FAD_2,0.5346320271492004
blob_16_NDP_3,0.5012285113334656
blob_16_FAD_5,0.4897959232330322
blob_16_NDP_7,0.40714284777641296
blob_16_FAD_3,0.3026584982872009
blob_16_FAD_6,0.2871900796890259
blob_16_FAD_8,0.2749490737915039
blob_16_FAD_1,0.261974573135376
blob_16_FAD_7,0.25376343727111816
blob_16_FAD_4,0.24679170548915863
blob_16_NDP_2,0.24441523849964142
blob_16_NDP_4,0.2110091745853424
